project_id,work_name,sector,work_type,state,district,constituency,mp_name,sanction_date,start_date,expected_completion_date,completion_date,status,sanctioned_amount,estimated_cost,actual_expenditure,physical_progress_percentage,implementing_agency,beneficiary_count,latitude,longitude
"MPL-2023-MA-0157","Construction of Underground Covered RCC Drain in Madhopur, Block Bhopal","Water & Sanitation","Drainage Network","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-01","2023-07-21","2023-12-21","2023-12-11","Completed",2010000,2010000,2030100,100,"Urban Local Bodies Directorate",3912,22.9734,78.6569
"MPL-2024-GU-0158","Construction of Model Anganwadi Child Care Centre in Village Mohanpur, Block Surat","Rural Development","Anganwadi Centre","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-08","2024-08-29","2024-12-29","2024-12-20","Completed",910000,910000,932750,100,"Panchayat Samiti",2792,22.8537,72.2074
"MPL-2025-OD-0159","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Sundarpur, Block Ganjam","Public Amenities","Crematorium Shed","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-15","2025-10-07","2026-01-07","","Delayed",1110000,1110000,1309800,55,"District Rural Infrastructure Corp (DRIC)",3232,22.1417,83.6285
"MPL-2023-WE-0160","Installation of Open Gym Equipment and Play Ground Development in Narayanpur, Block Hooghly","Sports & Youth Affairs","Open Gym & Sports","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-22","2023-11-14","2024-02-14","2024-02-07","Completed",810000,810000,757350,100,"Sports & Youth Welfare Directorate",3072,21.2718,87.4
"MPL-2024-AS-0161","Construction of CC Road and Interlocking Pavement in Sitapur, Block Jorhat","Infrastructure","Road Construction","Assam","Jorhat","Jorhat Parliamentary Constituency","Gaurav Gogoi","2024-11-04","2024-11-28","2025-07-28","","In Progress",1810000,1810000,1142653,59,"Rural Engineering Services (RES)",4472,25.0806,93.4976
"MPL-2025-KE-0162","Construction of Dr. Ambedkar Community Center & Bhavan at Bhagwanpur, Block Thiruvananthapuram","Public Amenities","Community Hall","Kerala","Thiruvananthapuram","Thiruvananthapuram Parliamentary Constituency","Shashi Tharoor","2025-12-11","2026-01-05","2026-08-05","","Stalled",2210000,2210000,884000,25,"Municipal Corporation",5152,10.3255,77.8461
"MPL-2023-UT-0163","Installation of Solar-Powered Deep Tube Well & RO Plant in Keshopur, Block Kanpur Nagar","Water & Sanitation","Drinking Water Borewell","Uttar Pradesh","Kanpur Nagar","Kanpur Nagar Parliamentary Constituency","Rajveer Singh","2023-01-18","2023-02-13","2023-04-13","2023-04-09","Completed",610000,610000,597800,100,"Public Health Engineering Dept (PHED)",3432,26.9167,80.0362
"MPL-2024-MA-0164","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Shahpur, Block Solapur","Energy & Lighting","Solar Street Lights","Maharashtra","Solapur","Solapur Parliamentary Constituency","Sanjay Deshmukh","2024-02-25","2024-03-23","2024-07-23","2024-07-20","Completed",1210000,1210000,1203950,100,"Zila Panchayat Electrical Wing",4352,20.4165,75.8189
"MPL-2025-BI-0165","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Shivpur, Block Darbhanga","Education","School Classroom Block","Bihar","Darbhanga","Darbhanga Parliamentary Constituency","Sanjay Jha","2025-03-07","2025-04-04","2025-12-04","2025-12-02","Completed",2410000,2410000,2434100,100,"Samagra Shiksha Abhiyan Cell",5992,26.3561,86.4331
"MPL-2023-TA-0166","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Govindpur, Block Tirunelveli","Healthcare","Primary Health Centre","Tamil Nadu","Tirunelveli","Tirunelveli Parliamentary Constituency","K. Kanimozhi","2023-04-14","2023-05-13","2023-12-13","2023-12-12","Completed",1510000,1510000,1547750,100,"National Health Mission (NHM) Cell",5112,9.4821,77.2919
"MPL-2024-RA-0167","Establishment of Youth Digital Library and E-Learning Hub at Madhopur, Block Alwar","Education","Public Library","Rajasthan","Alwar","Alwar Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-21","2024-06-20","2024-10-20","2024-10-20","Completed",1410000,1410000,1297200,100,"Zila Parishad",3192,25.9738,73.8679
"MPL-2025-KA-0168","Construction of Underground Covered RCC Drain in Mohanpur, Block Tumakuru","Water & Sanitation","Drainage Network","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-03","2025-07-04","2026-05-04","","In Progress",2010000,2010000,1909500,70,"District Rural Infrastructure Corp (DRIC)",4112,14.8623,76.3789
"MPL-2023-MA-0169","Construction of Model Anganwadi Child Care Centre in Village Sundarpur, Block Bhopal","Rural Development","Anganwadi Centre","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-10","2023-08-11","2024-01-11","2024-01-13","Completed",910000,910000,864500,100,"Women & Child Development Dept",2992,23.1134,80.3369
"MPL-2024-GU-0170","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Narayanpur, Block Surat","Public Amenities","Crematorium Shed","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-17","2024-09-19","2025-03-19","2025-03-22","Completed",1110000,1110000,1071150,100,"Municipal Council",3432,22.9937,70.3874
"MPL-2025-OD-0171","Installation of Open Gym Equipment and Play Ground Development in Sitapur, Block Ganjam","Sports & Youth Affairs","Open Gym & Sports","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-24","2025-10-28","2025-12-28","2026-01-01","Completed",810000,810000,793800,100,"Panchayat Sports Wing",3272,22.2817,85.3085
"MPL-2023-WE-0172","Construction of CC Road and Interlocking Pavement in Bhagwanpur, Block Hooghly","Infrastructure","Road Construction","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-06","2023-10-26","2024-02-26","2024-03-02","Completed",1810000,1810000,1800950,100,"Public Works Department (PWD)",4672,21.4118,89.08
"MPL-2024-AS-0173","Construction of Dr. Ambedkar Community Center & Bhavan at Keshopur, Block Dibrugarh","Public Amenities","Community Hall","Assam","Dibrugarh","Dibrugarh Parliamentary Constituency","Gaurav Gogoi","2024-11-13","2024-12-04","2025-11-04","2025-11-10","Completed",2210000,2210000,2232100,100,"Zila Parishad",5352,25.2206,91.6776
"MPL-2025-KE-0174","Installation of Solar-Powered Deep Tube Well & RO Plant in Shahpur, Block Kozhikode","Water & Sanitation","Drinking Water Borewell","Kerala","Kozhikode","Kozhikode Parliamentary Constituency","Shashi Tharoor","2025-12-20","2026-01-11","2026-06-11","2026-06-18","Completed",610000,610000,625250,100,"Panchayati Raj Dept",3632,10.4655,76.0261
"MPL-2023-UT-0175","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Shivpur, Block Meerut","Energy & Lighting","Solar Street Lights","Uttar Pradesh","Meerut","Meerut Parliamentary Constituency","Rajveer Singh","2023-01-02","2023-01-25","2023-04-25","","In Progress",1210000,1210000,918632,73,"State Renewable Energy Dev Agency",4552,27.0567,81.7162
"MPL-2024-MA-0176","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Govindpur, Block Nagpur","Education","School Classroom Block","Maharashtra","Nagpur","Nagpur Parliamentary Constituency","Sanjay Deshmukh","2024-02-09","2024-03-04","2024-10-04","2024-10-13","Completed",2410000,2410000,2253350,100,"PWD (Building Division)",6192,20.5565,73.9989
"MPL-2025-BI-0177","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Madhopur, Block Muzaffarpur","Healthcare","Primary Health Centre","Bihar","Muzaffarpur","Muzaffarpur Parliamentary Constituency","Sanjay Jha","2025-03-16","2025-04-10","2025-10-10","2025-10-20","Completed",1510000,1510000,1434500,100,"PWD (Health Division)",3312,26.4961,84.6131
"MPL-2023-TA-0178","Establishment of Youth Digital Library and E-Learning Hub at Mohanpur, Block Salem","Education","Public Library","Tamil Nadu","Salem","Salem Parliamentary Constituency","K. Kanimozhi","2023-04-23","2023-05-19","2023-10-19","","Delayed",1410000,1410000,1198500,65,"District Library Authority",3392,9.6221,78.9719
"MPL-2024-RA-0179","Construction of Underground Covered RCC Drain in Sundarpur, Block Ajmer","Water & Sanitation","Drainage Network","Rajasthan","Ajmer","Ajmer Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-05","2024-06-01","2025-03-01","2025-03-13","Completed",2010000,2010000,1969800,100,"Jal Sansthan",4312,26.1138,75.5479
"MPL-2025-KA-0180","Construction of Model Anganwadi Child Care Centre in Village Narayanpur, Block Tumakuru","Rural Development","Anganwadi Centre","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-12","2025-07-10","2026-01-10","2026-01-23","Completed",910000,910000,905450,100,"Rural Works Organization",3192,15.0023,74.5589
"MPL-2023-MA-0181","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Sitapur, Block Bhopal","Public Amenities","Crematorium Shed","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-19","2023-08-17","2024-01-17","2024-01-31","Completed",1110000,1110000,1121100,100,"Zila Parishad",3632,23.2534,78.5169
"MPL-2024-GU-0182","Installation of Open Gym Equipment and Play Ground Development in Bhagwanpur, Block Surat","Sports & Youth Affairs","Open Gym & Sports","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-01","2024-08-31","2025-01-31","","In Progress",810000,810000,615600,80,"Municipal Board",3472,23.1337,72.0674
"MPL-2025-OD-0183","Construction of CC Road and Interlocking Pavement in Keshopur, Block Ganjam","Infrastructure","Road Construction","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-08","2025-10-09","2026-03-09","2026-02-28","Completed",1810000,1810000,1665200,100,"Zila Parishad Engineering Wing",4872,22.4217,83.4885
"MPL-2023-WE-0184","Construction of Dr. Ambedkar Community Center & Bhavan at Shahpur, Block Hooghly","Public Amenities","Community Hall","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-15","2023-11-16","2024-07-16","2024-07-08","Completed",2210000,2210000,2066350,100,"Rural Development Authority",5552,21.5518,87.26
"MPL-2024-AS-0185","Installation of Solar-Powered Deep Tube Well & RO Plant in Shivpur, Block Nagaon","Water & Sanitation","Drinking Water Borewell","Assam","Nagaon","Nagaon Parliamentary Constituency","Gaurav Gogoi","2024-11-22","2024-12-25","2025-04-25","2025-04-18","Completed",610000,610000,579500,100,"Jal Nigam",3832,25.3606,93.3576
"MPL-2025-KE-0186","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Govindpur, Block Kollam","Energy & Lighting","Solar Street Lights","Kerala","Kollam","Kollam Parliamentary Constituency","Shashi Tharoor","2025-12-04","2026-01-07","2026-07-07","2026-07-01","Completed",1210000,1210000,1167650,100,"District Rural Development Agency",4752,10.6055,77.7061
"MPL-2023-UT-0187","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Madhopur, Block Lucknow","Education","School Classroom Block","Uttar Pradesh","Lucknow","Lucknow Parliamentary Constituency","Rajveer Singh","2023-01-11","2023-01-31","2023-07-31","2023-07-26","Completed",2410000,2410000,2361800,100,"State Educational Infrastructure Dev Corp",4392,27.1967,79.8962
"MPL-2024-MA-0188","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Mohanpur, Block Solapur","Healthcare","Primary Health Centre","Maharashtra","Solapur","Solapur Parliamentary Constituency","Sanjay Deshmukh","2024-02-18","2024-03-10","2024-08-10","2024-08-06","Completed",1510000,1510000,1502450,100,"State Health System Corp",3512,20.6965,75.6789
"MPL-2025-BI-0189","Establishment of Youth Digital Library and E-Learning Hub at Sundarpur, Block Patna","Education","Public Library","Bihar","Patna","Patna Parliamentary Constituency","Sanjay Jha","2025-03-25","2025-04-16","2025-10-16","","In Progress",1410000,1410000,598122,42,"Education Department",3592,26.6361,86.2931
"MPL-2023-TA-0190","Construction of Underground Covered RCC Drain in Narayanpur, Block Coimbatore","Water & Sanitation","Drainage Network","Tamil Nadu","Coimbatore","Coimbatore Parliamentary Constituency","K. Kanimozhi","2023-04-07","2023-04-30","2023-12-30","2023-12-28","Completed",2010000,2010000,2060250,100,"Urban Local Bodies Directorate",4512,9.7621,77.1519
"MPL-2024-RA-0191","Construction of Model Anganwadi Child Care Centre in Village Sitapur, Block Udaipur","Rural Development","Anganwadi Centre","Rajasthan","Udaipur","Udaipur Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-14","2024-06-07","2025-01-07","2025-02-21","Completed",910000,910000,1110200,100,"Panchayat Samiti",3392,26.2538,73.7279
"MPL-2025-KA-0192","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Bhagwanpur, Block Tumakuru","Public Amenities","Crematorium Shed","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-21","2025-07-16","2025-11-16","","In Progress",1110000,1110000,1054500,70,"District Rural Infrastructure Corp (DRIC)",3832,15.1423,76.2389
"MPL-2023-MA-0193","Installation of Open Gym Equipment and Play Ground Development in Keshopur, Block Bhopal","Sports & Youth Affairs","Open Gym & Sports","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-03","2023-07-29","2023-11-29","","Stalled",810000,810000,324000,25,"Sports & Youth Welfare Directorate",3672,23.3934,80.1969
"MPL-2024-GU-0194","Construction of CC Road and Interlocking Pavement in Shahpur, Block Surat","Infrastructure","Road Construction","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-10","2024-09-06","2025-03-06","2025-03-08","Completed",1810000,1810000,1746650,100,"Rural Engineering Services (RES)",5072,23.2737,70.2474
"MPL-2025-OD-0195","Construction of Dr. Ambedkar Community Center & Bhavan at Shivpur, Block Ganjam","Public Amenities","Community Hall","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-17","2025-10-15","2026-10-15","2026-10-18","Completed",2210000,2210000,2165800,100,"Municipal Corporation",5752,22.5617,85.1685
"MPL-2023-WE-0196","Installation of Solar-Powered Deep Tube Well & RO Plant in Govindpur, Block Hooghly","Water & Sanitation","Drinking Water Borewell","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-24","2023-11-22","2024-02-22","","In Progress",610000,610000,319823,49,"Public Health Engineering Dept (PHED)",4032,21.6918,88.94
"MPL-2024-AS-0197","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Madhopur, Block Kamrup Metropolitan","Energy & Lighting","Solar Street Lights","Assam","Kamrup Metropolitan","Kamrup Metropolitan Parliamentary Constituency","Gaurav Gogoi","2024-11-06","2024-12-06","2025-05-06","","Delayed",1210000,1210000,1028500,65,"Zila Panchayat Electrical Wing",2952,25.5006,91.5376
"MPL-2025-KE-0198","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Mohanpur, Block Ernakulam","Education","School Classroom Block","Kerala","Ernakulam","Ernakulam Parliamentary Constituency","Shashi Tharoor","2025-12-13","2026-01-13","2026-12-13","2026-12-19","Completed",2410000,2410000,2470250,100,"Samagra Shiksha Abhiyan Cell",4592,10.7455,75.8861
"MPL-2023-UT-0199","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Sundarpur, Block Gorakhpur","Healthcare","Primary Health Centre","Uttar Pradesh","Gorakhpur","Gorakhpur Parliamentary Constituency","Rajveer Singh","2023-01-20","2023-02-21","2023-06-21","2023-06-28","Completed",1510000,1510000,1389200,100,"National Health Mission (NHM) Cell",3712,27.3367,81.5762
"MPL-2024-MA-0200","Establishment of Youth Digital Library and E-Learning Hub at Narayanpur, Block Nagpur","Education","Public Library","Maharashtra","Nagpur","Nagpur Parliamentary Constituency","Sanjay Deshmukh","2024-02-02","2024-03-06","2024-10-06","2024-10-14","Completed",1410000,1410000,1318350,100,"Zila Parishad",3792,20.8365,77.3589
"MPL-2025-BI-0201","Construction of Underground Covered RCC Drain in Sitapur, Block Purnia","Water & Sanitation","Drainage Network","Bihar","Purnia","Purnia Parliamentary Constituency","Sanjay Jha","2025-03-09","2025-04-12","2025-11-12","","Delayed",2010000,2010000,2371800,55,"District Rural Infrastructure Corp (DRIC)",4712,26.7761,84.4731
"MPL-2023-TA-0202","Construction of Model Anganwadi Child Care Centre in Village Bhagwanpur, Block Vellore","Rural Development","Anganwadi Centre","Tamil Nadu","Vellore","Vellore Parliamentary Constituency","K. Kanimozhi","2023-04-16","2023-05-06","2023-08-06","2023-08-16","Completed",910000,910000,878150,100,"Women & Child Development Dept",3592,9.9021,78.8319
"MPL-2024-RA-0203","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Keshopur, Block Jaipur","Public Amenities","Crematorium Shed","Rajasthan","Jaipur","Jaipur Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-23","2024-06-13","2024-09-13","","In Progress",1110000,1110000,609168,56,"Municipal Council",4032,26.3938,75.4079
"MPL-2025-KA-0204","Installation of Open Gym Equipment and Play Ground Development in Shahpur, Block Tumakuru","Sports & Youth Affairs","Open Gym & Sports","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-05","2025-06-27","2025-09-27","2025-10-09","Completed",810000,810000,805950,100,"Panchayat Sports Wing",3872,15.2823,74.4189
"MPL-2023-MA-0205","Construction of CC Road and Interlocking Pavement in Shivpur, Block Bhopal","Infrastructure","Road Construction","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-12","2023-08-04","2024-03-04","2024-03-17","Completed",1810000,1810000,1828100,100,"Public Works Department (PWD)",5272,23.5334,78.3769
"MPL-2024-GU-0206","Construction of Dr. Ambedkar Community Center & Bhavan at Govindpur, Block Surat","Public Amenities","Community Hall","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-19","2024-09-12","2025-06-12","2025-06-26","Completed",2210000,2210000,2265250,100,"Zila Parishad",5952,23.4137,71.9274
"MPL-2025-OD-0207","Installation of Solar-Powered Deep Tube Well & RO Plant in Madhopur, Block Ganjam","Water & Sanitation","Drinking Water Borewell","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-01","2025-09-26","2025-11-26","2025-11-16","Completed",610000,610000,561200,100,"Panchayati Raj Dept",2232,19.2017,83.3485
"MPL-2023-WE-0208","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Mohanpur, Block Hooghly","Energy & Lighting","Solar Street Lights","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-08","2023-11-03","2024-03-03","2024-02-23","Completed",1210000,1210000,1131350,100,"State Renewable Energy Dev Agency",3152,21.8318,87.12
"MPL-2024-AS-0209","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Sundarpur, Block Silchar","Education","School Classroom Block","Assam","Silchar","Silchar Parliamentary Constituency","Gaurav Gogoi","2024-11-15","2024-12-12","2025-10-12","2025-10-04","Completed",2410000,2410000,2289500,100,"PWD (Building Division)",4792,25.6406,93.2176
"MPL-2025-KE-0210","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Narayanpur, Block Thrissur","Healthcare","Primary Health Centre","Kerala","Thrissur","Thrissur Parliamentary Constituency","Shashi Tharoor","2025-12-22","2026-01-19","2026-10-19","","In Progress",1510000,1510000,989352,63,"PWD (Health Division)",3912,10.8855,77.5661
"MPL-2023-UT-0211","Establishment of Youth Digital Library and E-Learning Hub at Sitapur, Block Ghaziabad","Education","Public Library","Uttar Pradesh","Ghaziabad","Ghaziabad Parliamentary Constituency","Rajveer Singh","2023-01-04","2023-02-02","2023-10-02","2023-09-26","Completed",1410000,1410000,1381800,100,"District Library Authority",3992,27.4767,79.7562
"MPL-2024-MA-0212","Construction of Underground Covered RCC Drain in Bhagwanpur, Block Solapur","Water & Sanitation","Drainage Network","Maharashtra","Solapur","Solapur Parliamentary Constituency","Sanjay Deshmukh","2024-02-11","2024-03-12","2024-09-12","2024-09-07","Completed",2010000,2010000,1999950,100,"Jal Sansthan",4912,20.9765,75.5389
"MPL-2025-BI-0213","Construction of Model Anganwadi Child Care Centre in Village Keshopur, Block Bhagalpur","Rural Development","Anganwadi Centre","Bihar","Bhagalpur","Bhagalpur Parliamentary Constituency","Sanjay Jha","2025-03-18","2025-04-18","2025-08-18","2025-08-14","Completed",910000,910000,919100,100,"Rural Works Organization",3792,23.4161,86.1531
"MPL-2023-TA-0214","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Shahpur, Block Tiruchirappalli","Public Amenities","Crematorium Shed","Tamil Nadu","Tiruchirappalli","Tiruchirappalli Parliamentary Constituency","K. Kanimozhi","2023-04-25","2023-05-27","2023-11-27","2024-01-11","Completed",1110000,1110000,1354200,100,"Zila Parishad",4232,10.0421,77.0119
"MPL-2024-RA-0215","Installation of Open Gym Equipment and Play Ground Development in Shivpur, Block Bikaner","Sports & Youth Affairs","Open Gym & Sports","Rajasthan","Bikaner","Bikaner Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-07","2024-06-09","2024-08-09","2024-08-07","Completed",810000,810000,745200,100,"Municipal Board",4072,26.5338,73.5879
"MPL-2025-KA-0216","Construction of CC Road and Interlocking Pavement in Govindpur, Block Tumakuru","Infrastructure","Road Construction","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-14","2025-07-18","2026-03-18","","Delayed",1810000,1810000,1538500,65,"Zila Parishad Engineering Wing",5472,15.4223,76.0989
"MPL-2023-MA-0217","Construction of Dr. Ambedkar Community Center & Bhavan at Madhopur, Block Bhopal","Public Amenities","Community Hall","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-21","2023-08-10","2024-02-10","","In Progress",2210000,2210000,1469650,70,"Rural Development Authority",4152,23.6734,80.0569
"MPL-2024-GU-0218","Installation of Solar-Powered Deep Tube Well & RO Plant in Mohanpur, Block Surat","Water & Sanitation","Drinking Water Borewell","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-03","2024-08-24","2025-01-24","2025-01-25","Completed",610000,610000,588650,100,"Jal Nigam",2432,23.5537,70.1074
"MPL-2025-OD-0219","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Sundarpur, Block Ganjam","Energy & Lighting","Solar Street Lights","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-10","2025-10-02","2026-01-02","2026-01-04","Completed",1210000,1210000,1185800,100,"District Rural Development Agency",3352,19.3417,85.0285
"MPL-2023-WE-0220","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Narayanpur, Block Hooghly","Education","School Classroom Block","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-17","2023-11-09","2024-08-09","2024-08-12","Completed",2410000,2410000,2397950,100,"State Educational Infrastructure Dev Corp",4992,21.9718,88.8
"MPL-2024-AS-0221","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Sitapur, Block Jorhat","Healthcare","Primary Health Centre","Assam","Jorhat","Jorhat Parliamentary Constituency","Gaurav Gogoi","2024-11-24","2024-12-18","2025-08-18","2025-08-22","Completed",1510000,1510000,1525100,100,"State Health System Corp",4112,25.7806,91.3976
"MPL-2025-KE-0222","Establishment of Youth Digital Library and E-Learning Hub at Bhagwanpur, Block Thiruvananthapuram","Education","Public Library","Kerala","Thiruvananthapuram","Thiruvananthapuram Parliamentary Constituency","Shashi Tharoor","2025-12-06","2025-12-31","2026-05-01","2026-05-06","Completed",1410000,1410000,1445250,100,"Education Department",4192,11.0255,75.7461
"MPL-2023-UT-0223","Construction of Underground Covered RCC Drain in Keshopur, Block Kanpur Nagar","Water & Sanitation","Drainage Network","Uttar Pradesh","Kanpur Nagar","Kanpur Nagar Parliamentary Constituency","Rajveer Singh","2023-01-13","2023-02-08","2023-07-08","2023-07-14","Completed",2010000,2010000,1849200,100,"Urban Local Bodies Directorate",5112,27.6167,81.4362
"MPL-2024-MA-0224","Construction of Model Anganwadi Child Care Centre in Village Shahpur, Block Nagpur","Rural Development","Anganwadi Centre","Maharashtra","Nagpur","Nagpur Parliamentary Constituency","Sanjay Deshmukh","2024-02-20","2024-03-18","2024-08-18","","In Progress",910000,910000,707707,77,"Panchayat Samiti",3992,21.1165,77.2189
"MPL-2025-BI-0225","Modernization of Moksha Dham / Crematorium Shed with Solar Lights at Shivpur, Block Gaya","Public Amenities","Crematorium Shed","Bihar","Gaya","Gaya Parliamentary Constituency","Sanjay Jha","2025-03-02","2025-03-30","2025-08-30","","Delayed",1110000,1110000,1309800,55,"District Rural Infrastructure Corp (DRIC)",4432,23.5561,84.3331
"MPL-2023-TA-0226","Installation of Open Gym Equipment and Play Ground Development in Govindpur, Block Madurai","Sports & Youth Affairs","Open Gym & Sports","Tamil Nadu","Madurai","Madurai Parliamentary Constituency","K. Kanimozhi","2023-04-09","2023-05-08","2023-10-08","2023-10-17","Completed",810000,810000,781650,100,"Sports & Youth Welfare Directorate",4272,10.1821,78.6919
"MPL-2024-RA-0227","Construction of CC Road and Interlocking Pavement in Madhopur, Block Kota","Infrastructure","Road Construction","Rajasthan","Kota","Kota Parliamentary Constituency","Gajendra S. Shekhawat","2024-05-16","2024-06-15","2024-10-15","2024-10-25","Completed",1810000,1810000,1773800,100,"Rural Engineering Services (RES)",3672,26.6738,75.2679
"MPL-2025-KA-0228","Construction of Dr. Ambedkar Community Center & Bhavan at Mohanpur, Block Tumakuru","Public Amenities","Community Hall","Karnataka","Tumakuru","Tumakuru Parliamentary Constituency","Tejasvi Surya","2025-06-23","2025-07-24","2026-05-24","2026-06-04","Completed",2210000,2210000,2198950,100,"Municipal Corporation",4352,15.5623,74.2789
"MPL-2023-MA-0229","Installation of Solar-Powered Deep Tube Well & RO Plant in Sundarpur, Block Bhopal","Water & Sanitation","Drinking Water Borewell","Madhya Pradesh","Bhopal","Bhopal Parliamentary Constituency","Alok Sharma","2023-07-05","2023-08-06","2023-12-06","2023-12-18","Completed",610000,610000,616100,100,"Public Health Engineering Dept (PHED)",2632,23.8134,78.2369
"MPL-2024-GU-0230","Supply and Erection of 60W LED Solar Street Lights in Gram Panchayat Narayanpur, Block Surat","Energy & Lighting","Solar Street Lights","Gujarat","Surat","Surat Parliamentary Constituency","H. S. Patel","2024-08-12","2024-09-14","2025-03-14","2025-03-27","Completed",1210000,1210000,1240250,100,"Zila Panchayat Electrical Wing",3552,23.6937,71.7874
"MPL-2025-OD-0231","Construction of 4 Additional Smart Classrooms at Govt Secondary School, Sitapur, Block Ganjam","Education","School Classroom Block","Odisha","Ganjam","Ganjam Parliamentary Constituency","Aparajita Sarangi","2025-09-19","2025-10-23","2026-06-23","","In Progress",2410000,2410000,2166108,84,"Samagra Shiksha Abhiyan Cell",5192,19.4817,86.7085
"MPL-2023-WE-0232","Renovation and Medical Equipment Upgrade for PHC Sub-Centre at Bhagwanpur, Block Hooghly","Healthcare","Primary Health Centre","West Bengal","Hooghly","Hooghly Parliamentary Constituency","S. Bandyopadhyay","2023-10-01","2023-10-21","2024-05-21","2024-05-11","Completed",1510000,1510000,1411850,100,"National Health Mission (NHM) Cell",4312,22.1118,86.98
"MPL-2024-AS-0233","Establishment of Youth Digital Library and E-Learning Hub at Keshopur, Block Dibrugarh","Education","Public Library","Assam","Dibrugarh","Dibrugarh Parliamentary Constituency","Gaurav Gogoi","2024-11-08","2024-11-29","2025-04-29","2025-04-20","Completed",1410000,1410000,1339500,100,"Zila Parishad",4392,25.9206,93.0776
"MPL-2025-KE-0234","Construction of Underground Covered RCC Drain in Shahpur, Block Kozhikode","Water & Sanitation","Drainage Network","Kerala","Kozhikode","Kozhikode Parliamentary Constituency","Shashi Tharoor","2025-12-15","2026-01-06","2026-11-06","","In Progress",2010000,2010000,1909500,70,"District Rural Infrastructure Corp (DRIC)",5312,11.1655,77.4261
